id,plan,billing,model,model_display,vendor,label,price_usd,monthly_yi,real_usd_per_mtok,list_blended_usd_per_mtok,d,confidence,tier,source,note,arena_code__score,arena_code__variant,arena_agent_mode__score,arena_agent_mode__variant,aa_intelligence_index__score,aa_intelligence_index__variant,aa_coding_agent_index__score,aa_coding_agent_index__variant
cursor_ultra::composer-2.5,Cursor Ultra (Standard),subscription,composer-2.5,Composer 2.5,Cursor,Composer 2.5 · Cursor Ultra (Standard),200.0,198.926,0.01005,0.2145,0.0469,medium,main,由同套餐 grok-4.6 77.37 亿 × 2.571095571095571,旧80亿基准→77.37亿×完整混合倍率2.571647；随round8标准中间值联动，保留token类型与促销混杂风险，非Composer实测；见cursor-adoption-round8-2026-09-06.json,,,,,,,38.3008,Cursor CLI - Composer 2.5 Fast
cursor_ultra::grok-4.5,Cursor Ultra,subscription,grok-4.5,Grok 4.5,xAI,Grok 4.5 · Cursor Ultra,200.0,77.37,0.02585,0.3565,0.0725,medium,full,由同套餐 grok-4.6 77.37 亿 × 1.0,旧80亿→77.37亿，继承round8标准基准；Cursor官方models-and-pricing两模型同价，非Grok4.5独立实测；不采用xAI公开API缓存价差；见cursor-adoption-round8-2026-09-06.json,1556,grok-4.5,6.17,Grok 4.5,56,Grok 4.5 (high),64.09,Grok Build - Grok 4.5 (high)
cursor_pro::composer-2.5,Cursor Pro (Standard),subscription,composer-2.5,Composer 2.5,Cursor,Composer 2.5 · Cursor Pro (Standard),20.0,12.084,0.01655,0.2145,0.0772,medium,main,由同套餐 grok-4.6 4.7 亿 × 2.571095571095571,Standard：官方Cursor三段价混合比；旧12.079亿用舍入倍率2.57，现保留完整精度,,,,,,,38.3008,Cursor CLI - Composer 2.5 Fast
cursor_pro_plus::composer-2.5,Cursor Pro+ (Standard),subscription,composer-2.5,Composer 2.5,Cursor,Composer 2.5 · Cursor Pro+ (Standard),60.0,53.047,0.01131,0.2145,0.0527,low,full,由同套餐 grok-4.6 20.632 亿 × 2.571095571095571,旧21.33亿基准→20.63亿×完整混合倍率2.571647；随round8的Ultra77.37×800/3000联动，保留跨档与促销混杂假设；见cursor-adoption-round8-2026-09-06.json,,,,,,,38.3008,Cursor CLI - Composer 2.5 Fast
supergrok_heavy::grok-4.5,SuperGrok Heavy,subscription,grok-4.5,Grok 4.5,xAI,Grok 4.5 · SuperGrok Heavy,300.0,50.9,0.05894,0.3565,0.1653,medium,full,由同套餐 grok-4.6 50.9 亿 × 1.0,维持同订阅额度假设50.9亿，尚无4.5独立面板实测；xAI API缓存价差不能直接映射订阅周池；与Cursor渠道分开,1556,grok-4.5,6.17,Grok 4.5,56,Grok 4.5 (high),64.09,Grok Build - Grok 4.5 (high)
supergrok::grok-4.5,SuperGrok,subscription,grok-4.5,Grok 4.5,xAI,Grok 4.5 · SuperGrok,30.0,5.09,0.05894,0.3565,0.1653,medium,full,由同套餐 grok-4.6 5.09 亿 × 1.0,维持同订阅额度假设5.09亿，尚无4.5独立面板实测；xAI API缓存价差不能直接映射订阅周池；与Cursor渠道分开,1556,grok-4.5,6.17,Grok 4.5,56,Grok 4.5 (high),64.09,Grok Build - Grok 4.5 (high)
minimax_token_plus_cn::minimax-m2.7,MiniMax Token Plan Plus,subscription,minimax-m2.7,MiniMax M2.7,MiniMax,MiniMax M2.7 · MiniMax Token Plan Plus,7.23,6.0,0.01205,0.0691,0.1743,medium,full,由同套餐 minimax-m3 6.0 亿 × 1.0,与 M3 同价；汇率1 USD=6.7787 CNY（2026-09-04 人民币汇率中间价），旧汇率7.2；人民币月费除以汇率换美元；https://www.xinhuanet.com/20260904/4c1ce1cbf39d416997cb9c237d6f5024/c.html,1398,minimax-m2.7,-10.6,Minimax M2.7,,,,
minimax_token_plus_global::minimax-m2.7,MiniMax Token Plan Plus (Global),subscription,minimax-m2.7,MiniMax M2.7,MiniMax,MiniMax M2.7 · MiniMax Token Plan Plus (Global),22.0,17.0,0.01294,0.0691,0.1871,medium,full,由同套餐 minimax-m3 17.0 亿 × 1.0,与 M3 同价,1398,minimax-m2.7,-10.6,Minimax M2.7,,,,
cursor_ultra_composer_fast::composer-2.5,Cursor Ultra (Composer Fast),subscription,composer-2.5,Composer 2.5,Cursor,Composer 2.5 · Cursor Ultra (Composer Fast),200.0,70.587,0.02833,0.2145,0.1321,medium,main,https://cursor.com/docs/models/cursor-composer-2-5；audit-round4-2026-09-05.json,新增Fast（产品默认）估算：缓存/输入/输出=0.5/3/15；扣费为Standard的2.8182×；沿用同套餐Grok标准基准77.37亿×0.91232423，不是实测；Grok Fast采用用户当前账号独立反推30.74亿，不套到Composer；round8随标准基准联动，旧Composer Fast额度72.937亿，促销/跨档混杂未剥离；见cursor-adoption-round8-2026-09-06.json,,,,,,,38.3008,Cursor CLI - Composer 2.5 Fast
cursor_pro_composer_fast::composer-2.5,Cursor Pro (Composer Fast),subscription,composer-2.5,Composer 2.5,Cursor,Composer 2.5 · Cursor Pro (Composer Fast),20.0,4.288,0.04664,0.2145,0.2174,medium,main,https://cursor.com/docs/models/cursor-composer-2-5；audit-round4-2026-09-05.json,新增Fast（产品默认）估算：缓存/输入/输出=0.5/3/15；扣费为Standard的2.8182×；沿用同套餐Grok标准基准4.7亿×0.91232423，不是实测；Grok Fast采用用户当前账号独立反推30.74亿，不套到Composer,,,,,,,38.3008,Cursor CLI - Composer 2.5 Fast
cursor_pro_plus_composer_fast::composer-2.5,Cursor Pro+ (Composer Fast),subscription,composer-2.5,Composer 2.5,Cursor,Composer 2.5 · Cursor Pro+ (Composer Fast),60.0,18.823,0.03188,0.2145,0.1486,low,full,https://cursor.com/docs/models/cursor-composer-2-5；audit-round4-2026-09-05.json,新增Fast（产品默认）估算：缓存/输入/输出=0.5/3/15；扣费为Standard的2.8182×；沿用同套餐Grok标准基准20.632亿×0.91232423，不是实测；Grok Fast采用用户当前账号独立反推30.74亿，不套到Composer；round8随标准基准联动，旧Composer Fast额度19.45亿，促销/跨档混杂未剥离；见cursor-adoption-round8-2026-09-06.json,,,,,,,38.3008,Cursor CLI - Composer 2.5 Fast
deepseek_v4_flash_offpeak::deepseek-v4-flash,DeepSeek V4 Flash API 闲时,metered,deepseek-v4-flash,DeepSeek V4 Flash,DeepSeek,DeepSeek V4 Flash API 闲时,,,0.01386,0.0277,0.4998,high,main,api-docs.deepseek.com,标价 cached 0.007/in 0.22/out 0.66 × 项目统一标准负载 97.5%/2.15%/0.35%,1580,deepseek-v4-flash-high,2.85,Deepseek V4 Flash (High) (20260731),52,DeepSeek V4 Flash 0731 (max),49.7576,Codex - DeepSeek V4 Flash 0731 (max)
deepseek_v4_flash_peak::deepseek-v4-flash,DeepSeek V4 Flash API 忙时,metered,deepseek-v4-flash,DeepSeek V4 Flash,DeepSeek,DeepSeek V4 Flash API 忙时,,,0.02773,0.0277,1.0,high,main,api-docs.deepseek.com,标价 cached 0.014/in 0.44/out 1.32 × 项目统一标准负载 97.5%/2.15%/0.35%,1580,deepseek-v4-flash-high,2.85,Deepseek V4 Flash (High) (20260731),52,DeepSeek V4 Flash 0731 (max),49.7576,Codex - DeepSeek V4 Flash 0731 (max)
deepseek_v4_pro_offpeak::deepseek-v4-pro,DeepSeek V4 Pro API 闲时,metered,deepseek-v4-pro,DeepSeek V4 Pro,DeepSeek,DeepSeek V4 Pro API 闲时,,,0.04257,0.0851,0.5,high,main,api-docs.deepseek.com,标价 cached 0.022/in 0.66/out 1.98 × 项目统一标准负载 97.5%/2.15%/0.35%,1582,deepseek-v4-pro-high-20260813,5.91,DeepSeek V4 Pro (High) (0813),53,DeepSeek V4 Pro 0813 (max),42.7797,Codex - DeepSeek V4 Pro 0813 (max)
deepseek_v4_pro_peak::deepseek-v4-pro,DeepSeek V4 Pro API 忙时,metered,deepseek-v4-pro,DeepSeek V4 Pro,DeepSeek,DeepSeek V4 Pro API 忙时,,,0.08514,0.0851,1.0,high,main,api-docs.deepseek.com,标价 cached 0.044/in 1.32/out 3.96 × 项目统一标准负载 97.5%/2.15%/0.35%,1582,deepseek-v4-pro-high-20260813,5.91,DeepSeek V4 Pro (High) (0813),53,DeepSeek V4 Pro 0813 (max),42.7797,Codex - DeepSeek V4 Pro 0813 (max)
openai_sol_api::gpt-5.6-sol,GPT-5.6 Sol API,metered,gpt-5.6-sol,GPT 5.6 Sol,OpenAI,GPT-5.6 Sol API,,,0.546,0.546,1.0,high,main,developers.openai.com,标价 cached 0.4/in 4.0/out 20.0 × 项目统一标准负载 97.5%/2.15%/0.35%,1617,gpt-5.6-sol-xhigh (codex-harness),9.49,GPT 5.6 Sol (xHigh),61,GPT-5.6 Sol (max),65.0524,Codex - GPT-5.6 Sol (max)
xai_grok46_api::grok-4.6,Grok 4.6 API (<200k),metered,grok-4.6,Grok 4.6,xAI,Grok 4.6 API (<200k),,,0.5515,0.5515,1.0,high,main,docs.x.ai,标价 cached 0.5/in 2.0/out 6.0 × 项目统一标准负载 97.5%/2.15%/0.35%,1625,grok-4.6-high,5.33,Grok 4.6 (xHigh),61,Grok 4.6 (high),,
anthropic_opus5_api::claude-opus-5,Claude Opus 5 API,metered,claude-opus-5,Claude Opus 5,Anthropic,Claude Opus 5 API,,,0.6825,0.6825,1.0,high,main,platform.claude.com/docs/en/about-claude/pricing,标价 cached 0.5/in 5.0/out 25.0 × 项目统一标准负载 97.5%/2.15%/0.35%,1688,claude-opus-5-max,13.74,Claude Opus 5 (High),63,Claude Opus 5 (max),68.1498,Claude Code - Opus 5 (xhigh)
anthropic_sonnet5_api::claude-sonnet-5,Claude Sonnet 5 API,metered,claude-sonnet-5,Claude Sonnet 5,Anthropic,Claude Sonnet 5 API,,,0.273,0.273,1.0,high,main,platform.claude.com/docs/en/about-claude/pricing,标价 cached 0.2/in 2.0/out 10.0 × 项目统一标准负载 97.5%/2.15%/0.35%,1537,claude-sonnet-5-high,7.51,Claude Sonnet 5 (High),55,Claude Sonnet 5 (max),,
anthropic_fable5_api::claude-fable-5,Claude Fable 5 API,metered,claude-fable-5,Claude Fable 5,Anthropic,Claude Fable 5 API,,,1.365,1.365,1.0,high,main,platform.claude.com/docs/en/about-claude/pricing,标价 cached 1.0/in 10.0/out 50.0 × 项目统一标准负载 97.5%/2.15%/0.35%,1629,claude-fable-5,10.61,Claude Fable 5 (High),62,Claude Fable 5 (with fallback),67.1728,Claude Code - Fable 5 (max) (with fallback)
openai_terra_api::gpt-5.6-terra,GPT-5.6 Terra API,metered,gpt-5.6-terra,GPT 5.6 Terra,OpenAI,GPT-5.6 Terra API,,,0.28,0.28,1.0,high,main,developers.openai.com,标价 cached 0.2/in 2.0/out 12.0 × 项目统一标准负载 97.5%/2.15%/0.35%,1520,gpt-5.6-terra-xhigh (codex-harness),3.01,GPT 5.6 Terra (xHigh),57,GPT-5.6 Terra (max),60.4201,Codex - GPT-5.6 Terra (max)
openai_luna_api::gpt-5.6-luna,GPT-5.6 Luna API,metered,gpt-5.6-luna,GPT 5.6 Luna,OpenAI,GPT-5.6 Luna API,,,0.028,0.028,1.0,high,main,developers.openai.com,标价 cached 0.02/in 0.2/out 1.2 × 项目统一标准负载 97.5%/2.15%/0.35%,1519,gpt-5.6-luna-xhigh (codex-harness),2.15,GPT 5.6 Luna (xHigh),52,GPT-5.6 Luna (max),57.1661,Codex - GPT-5.6 Luna (max)
